ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	CATEGORY	SUBCATEGORY
7206	∏∂ªÛ¿Â√¢+6	ITEM_WEAPON	WEAPON_MOUNT_SPEAR	3	NONE	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7207	52	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	68	83	35	0	3	0	2	7
7207	∏∂ªÛ¿Â√¢+7	ITEM_WEAPON	WEAPON_MOUNT_SPEAR	3	NONE	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7208	53	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	68	83	44	0	3	0	2	7
7208	∏∂ªÛ¿Â√¢+8	ITEM_WEAPON	WEAPON_MOUNT_SPEAR	3	NONE	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7209	54	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	68	83	54	0	3	0	2	7
7209	∏∂ªÛ¿Â√¢+9	ITEM_WEAPON	WEAPON_MOUNT_SPEAR	3	NONE	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	68	83	65	0	3	0	2	7
7370	π´æ∆¡ˆº±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	120000	7371	601	0	LEVEL	87	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	2	APPLY_ATTBONUS_MONSTER	1	0	160	240	115	173	0	0	3	0	2	6
7371	π´æ∆¡ˆº±+1	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	130000	7372	602	0	LEVEL	89	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	3	APPLY_ATTBONUS_MONSTER	1	0	160	240	115	173	8	0	3	0	2	6
7372	π´æ∆¡ˆº±+2	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	145000	7373	603	0	LEVEL	91	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	4	APPLY_ATTBONUS_MONSTER	2	0	160	240	115	173	11	0	3	0	2	6
7373	π´æ∆¡ˆº±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	165000	7374	604	0	LEVEL	93	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	5	APPLY_ATTBONUS_MONSTER	2	0	160	240	115	173	17	0	3	0	2	6
7374	π´æ∆¡ˆº±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	190000	7375	605	0	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	6	APPLY_ATTBONUS_MONSTER	3	0	160	240	115	173	26	30	3	0	2	6
7375	π´æ∆¡ˆº±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	220000	7376	606	0	LEVEL	97	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	7	APPLY_ATTBONUS_MONSTER	3	0	160	240	115	173	40	40	3	0	2	6
7376	π´æ∆¡ˆº±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	265000	7377	607	0	LEVEL	99	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	8	APPLY_ATTBONUS_MONSTER	4	0	160	240	115	173	59	50	3	0	2	6
7377	π´æ∆¡ˆº±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	325000	7378	608	0	LEVEL	101	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	10	APPLY_ATTBONUS_MONSTER	4	0	160	240	115	173	88	65	3	0	2	6
7378	π´æ∆¡ˆº±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	405000	7379	609	0	LEVEL	103	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	12	APPLY_ATTBONUS_MONSTER	5	0	160	240	115	173	133	80	3	0	2	6
7379	π´æ∆¡ˆº±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	515000	0	0	0	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	15	APPLY_ATTBONUS_MONSTER	5	0	160	240	115	173	200	100	3	0	2	6
8000	≥™π´»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | COUNT_PER_1GOLD | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	5	5	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	1	0	3	0	0	0	0	0	2	8
8001	¥Î≥™π´»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | COUNT_PER_1GOLD | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	3	3	0	0	0	LEVEL	10	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	2	0	10	0	0	0	0	0	2	8
8002	µπ»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	2	2	0	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	3	0	15	0	0	0	0	-1	#2	8
8003	√∂»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	4	4	0	0	0	LEVEL	40	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	17	0	0	0	0	0	2	8
8004	∞≠√∂»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	7	7	0	0	0	LEVEL	45	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	20	0	0	0	0	0	2	8
8005	¿∫»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	10	10	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0	2	8
8006	∫“»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	12	12	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0	2	8
8007	µ∂»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	12	12	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0	2	8
8008	æÛ¿Ω»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	12	12	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0	2	8
8009	¿˙¡÷»≠ªÏ	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	12	12	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0	2	8
9001	≥™«—∞©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0	0	0
9002	≈∫∏∂+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0	0	0
9003	¡¯»•∞©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0	0	0
9004	√ª≥∂¿«+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0	0	0
9501	µµ+5	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	7	APPLY_NONE	0	APPLY_NONE	0	0	15	19	13	15	35	40	1	0	0	0
9502	¥‹µµ+5	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	13	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	20	40	1	0	0	0
9503	¥‹±√+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	13	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	40	40	1	0	0	0
9504	¥Îµµ+5	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	40	40	1	0	0	0
9505	πÈº±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	11	APPLY_NONE	0	APPLY_NONE	0	0	13	15	11	15	35	40	1	0	0	0
9506	µµ+3	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	15	19	13	15	21	40	1	0	0	0
9507	¥‹µµ+3	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	12	40	1	0	0	0
9508	πÈº±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	26	APPLY_NONE	0	APPLY_NONE	0	0	13	15	11	15	21	40	1	0	0	0
9509	¥‹∫¿ºˆ+3	ITEM_WEAPON	WEAPON_CLAW	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	15	19	13	15	21	0	1	0	0	0
11000	¥¡¥Î∞©	ITEM_ARMOR	ARMOR_BODY	1	NONE	NONE	WEAR_BODY	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	100	0	0	0	0	0	3	0
11010	∏‰µ≈¡ˆ∞©	ITEM_ARMOR	ARMOR_BODY	1	NONE	NONE	WEAR_BODY	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	101	0	0	0	0	0	3	0
11020	∞ı∞©	ITEM_ARMOR	ARMOR_BODY	1	NONE	NONE	WEAR_BODY	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	102	0	0	0	0	0	3	0
11030	»£∂˚¿Ã∞©	ITEM_ARMOR	ARMOR_BODY	1	NONE	NONE	WEAR_BODY	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	103	0	0	0	0	0	3	0
11200	≥™«—∞©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	3000	11201	163	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	0	0	1	0	3	0
11201	≥™«—∞©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11202	164	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	3	0	1	0	3	0
11202	≥™«—∞©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11203	165	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	6	0	1	0	3	0
11203	≥™«—∞©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11204	166	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	9	0	1	0	3	0
11204	≥™«—∞©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11205	167	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	12	30	1	0	3	0
11205	≥™«—∞©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	11206	168	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0	3	0
11206	≥™«—∞©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	11207	169	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	18	50	1	0	3	0
11207	≥™«—∞©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	20000	11208	170	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	21	65	1	0	3	0
11208	≥™«—∞©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	40000	11209	171	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	24	80	1	0	3	0
11209	≥™«—∞©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	80000	0	0	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	27	100	1	0	3	0
11210	±‚∏¢∞©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11211	163	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	0	0	1	0	3	0
11211	±‚∏¢∞©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11212	164	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	3	0	1	0	3	0
11212	±‚∏¢∞©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11213	165	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	6	0	1	0	3	0
11213	±‚∏¢∞©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11214	166	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	9	0	1	0	3	0
11214	±‚∏¢∞©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	10000	11215	167	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	12	30	1	0	3	0
11215	±‚∏¢∞©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	15000	11216	168	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	15	40	1	0	3	0
11216	±‚∏¢∞©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	20000	11217	169	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	18	50	1	0	3	0
11217	±‚∏¢∞©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	35000	11218	170	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	21	65	1	0	3	0
11218	±‚∏¢∞©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	65000	11219	171	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	24	80	1	0	3	0
11219	±‚∏¢∞©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	135000	0	0	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	27	100	1	0	3	0
11220	¿⁄»£∞©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	8000	11221	163	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	0	0	1	0	3	0
11221	¿⁄»£∞©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	10000	11222	164	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	3	0	1	0	3	0
11222	¿⁄»£∞©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	10000	11223	165	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	6	0	1	0	3	0
11223	¿⁄»£∞©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	10000	11224	166	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	9	0	1	0	3	0
